Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,X10
EVOL,"Evolving Systems, Inc.",0.8254,10038737.658,,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol,
AQUA,Evoqua Water Technologies Corp.,15.75,1800917322.75,,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aqua,
EXTN,Exterran Corporation,11.64,410813651.16,,2015,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/extn,
EXTR,"Extreme Networks, Inc.",6.9,822286800,,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr,
FFIV,"F5 Networks, Inc.",134.73,8101317729.33,,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv,
FB,"Facebook, Inc.",188.76,538522936002.48,,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb,
FDS,FactSet Research Systems Inc.,268.78,10282433434.66,,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fds,
SFUN,Fang Holdings Limited,1.91,856573889.55,,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/sfun,
FSLY,"Fastly, Inc.",27.23,2545199128.15,,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/fsly,
FNSR,Finisar Corporation,22.74,2745419278.86,,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/fnsr,
FEYE,"FireEye, Inc.",13.91,2987218403,,2013,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye,
FSLR,"First Solar, Inc.",62,6534475120,,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr,
FISV,"Fiserv, Inc.",106.68,72508850846.88,,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/fisv,
FIT,"Fitbit, Inc.",3.49,901625742.65,,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/fit,
FIVN,"Five9, Inc.",58.9,3572245006.9,,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/fivn,
FLEX,Flex Ltd.,10.55,5430375367.65,,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/flex,
FPAY,"FlexShopper, Inc.",1.74,30739175.82,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpay,
FPAYW,"FlexShopper, Inc.",0.74,0,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpayw,
FSCT,"ForeScout Technologies, Inc.",35.23,1628012050.34,,2017,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/fsct,
FRSX,Foresight Autonomous Holdings Ltd.,1.4,6831304.2,4879503,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/frsx,
FORM,"FormFactor, Inc.",18.24,1371379014.72,,2003,Technology,Semiconductors,https://www.nasdaq.com/symbol/form,
FORTY,Formula Systems (1985) Ltd.,61.87,8975666.51,145073,,Technology,EDP Services,https://www.nasdaq.com/symbol/forty,
FTNT,"Fortinet, Inc.",79.01,13510033437.37,,2009,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ftnt,
FTEO,"FRONTEO, Inc.",5.16,293934.24,56964,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/fteo,
GDI,"Gardner Denver Holdings, Inc.",28.77,5871946038.63,,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/gdi,
GTES,Gates Industrial Corporation plc,9.84,2854671280.8,,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/gtes,
GDS,GDS Holdings Limited,40.99,3625789059.46,88455454,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gds,
JOB,GEE Group Inc.,0.55,6896126.05,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/job,
GFN,General Finance Corporation,7.09,215119965.89,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfn,
GFNCP,General Finance Corporation,102.25,40910225,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfncp,
GFNSL,General Finance Corporation,26.25,0,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfnsl,
GIGM,GigaMedia Limited,2.3601,26084379.8235,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gigm,
GILT,Gilat Satellite Networks Ltd.,8.3094,460683963.1482,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/gilt,
GSB,"GlobalSCAPE, Inc.",11.32,196121286.64,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gsb,
GLOB,Globant S.A.,90.04,3295464000,,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/glob,
GLUU,Glu Mobile Inc.,4.89,713376784.47,,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/gluu,
GDDY,GoDaddy Inc.,65.68,11724948876.32,,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/gddy,
GHM,Graham Corporation,18.33,181115027.34,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ghm,
GEC,"Great Elm Capital Group, Inc.",3.61,91463999.68,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gec,
GRNQ,Greenpro Capital Corp.,0.7665,41945860.9185,,,Technology,EDP Services,https://www.nasdaq.com/symbol/grnq,
GSUM,Gridsum Holding Inc.,2.02,37871077.16,18748058,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gsum,
GRPN,"Groupon, Inc.",2.76,1566630990.24,,2011,Technology,Advertising,https://www.nasdaq.com/symbol/grpn,
GVP,"GSE Systems, Inc.",1.79,35978965.99,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gvp,
GSIT,"GSI Technology, Inc.",8.39,192200158.77,,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/gsit,
GTYH,"GTY Technology Holdings, Inc.",6.24,325453552.32,,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/gtyh,
GWRE,"Guidewire Software, Inc.",104.14,8520062159.74,,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gwre,
HLIT,Harmonic Inc.,6.6,591419842.2,,1995,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/hlit,
HHS,"Harte-Hanks, Inc.",3.78,23737046.76,,1993,Technology,Advertising,https://www.nasdaq.com/symbol/hhs,
HHR,HeadHunter Group PLC,17.93,336187500,18750000,2019,Technology,Professional Services,https://www.nasdaq.com/symbol/hhr,
HCAT,"Health Catalyst, Inc",34.7,1266365326.6,,2019,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/hcat,
HSTM,"HealthStream, Inc.",25.78,834589474.5,,2000,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/hstm,
HSII,"Heidrick & Struggles International, Inc.",26.72,511201669.28,,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/hsii,
HPE,Hewlett Packard Enterprise Company,14.95,19584500000,,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpe,
HIMX,"Himax Technologies, Inc.",2.21,239121969.06,108199986,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/himx,
HPQ,HP Inc.,19.01,28634605863.34,,,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpq,
HMI,Huami Corporation,11.01,665376886.68,,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hmi,
HUBS,"HubSpot, Inc.",175.77,7470271930.59,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/hubs,
HSON,"Hudson Global, Inc.",11.71,34658754.47,,,Technology,Professional Services,https://www.nasdaq.com/symbol/hson,
HUYA,HUYA Inc.,23.96,5226789924.36,,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/huya,
ICHR,Ichor Holdings,24.02,539137138.86,,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/ichr,
ICLK,iClick Interactive Asia Group Limited,2.99,81268307.64,27180036,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/iclk,
INVE,"Identiv, Inc.",4.8,80613921.6,,,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/inve,
IEC,IEC Electronics Corp.,6.64,68621631.12,,,Technology,Electrical Products,https://www.nasdaq.com/symbol/iec,
INFO,IHS Markit Ltd.,67.29,26986947951.69,,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/info,
ITW,Illinois Tool Works Inc.,153.71,49721827973.6,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itw,
IMMR,Immersion Corporation,8.21,260126551.31,,1999,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/immr,
IGC,India Globalization Capital Inc.,1.11,43857661.77,,,Technology,Electronic Components,https://www.nasdaq.com/symbol/igc,
INFY,Infosys Limited,11.64,49330718111.28,,,Technology,EDP Services,https://www.nasdaq.com/symbol/infy,
INOD,Innodata Inc.,1.24,32181042.96,,1993,Technology,EDP Services,https://www.nasdaq.com/symbol/inod,
ISSC,"Innovative Solutions and Support, Inc.",4.37,73892487.32,,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/issc,
INOV,"Inovalon Holdings, Inc.",16.2,2498226364.8,,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/inov,
IPHI,Inphi Corporation,59.77,2714526094.69,,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/iphi,
INPX,Inpixon,0.1366,4782152.3576,,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/inpx,
NSP,"Insperity, Inc.",99.65,4104219578.2,,,Technology,Professional Services,https://www.nasdaq.com/symbol/nsp,
INSE,"Inspired Entertainment, Inc.",7.07,161323761.97,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inse,
INST,"Instructure, Inc.",38.41,1424680904.46,,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inst,
INTC,Intel Corporation,51.59,228543700000,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/intc,
IDN,"Intellicheck, Inc.",4.74,75276613.08,,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/idn,
INS,Intelligent Systems Corporation,46.36,410331803.68,,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ins,
IMI,"Intermolecular, Inc.",1.19,59212286.56,,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/imi,
INAP,Internap Corporation,2.13,56977725.78,,1999,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inap,
IBM,International Business Machines Corporation,142.6,126325797958.6,,,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/ibm,
IPG,"Interpublic Group of Companies, Inc. (The)",21.07,8158792992.56,,,Technology,Advertising,https://www.nasdaq.com/symbol/ipg,
INXN,InterXion Holding N.V.,77.88,5956879754.76,,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inxn,
IVAC,"Intevac, Inc.",5.13,117989261.28,,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ivac,
INTU,Intuit Inc.,275.9,71525249921.5,,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/intu,
IPGP,IPG Photonics Corporation,138.43,7364522650.91,,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/ipgp,
ITRN,Ituran Location and Control Ltd.,27.55,579683241.7,,2005,Technology,Electronic Components,https://www.nasdaq.com/symbol/itrn,
JCOM,"j2 Global, Inc.",89.06,4356570641.24,,1999,Technology,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcom,
JBL,Jabil Inc.,30.88,4722398822.24,,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/jbl,
JKHY,"Jack Henry & Associates, Inc.",147.51,11358315285.57,,1985,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy,
JT,Jianpu Technology Inc.,2.88,486517196.16,,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jt,
JKS,JinkoSolar Holding Company Limited,19.64,772660853.76,,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/jks,
JMU,JMU Limited,1,3244055,3244055,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/jmu,
JBT,John Bean Technologies Corporation,107.6,3406910393.6,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/jbt,
JNPR,"Juniper Networks, Inc.",24.02,8306492849.78,,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/jnpr,
KAI,Kadant Inc,83.5,940232127.5,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kai,
KELYA,"Kelly Services, Inc.",24.45,955741600.2,,,Technology,Professional Services,https://www.nasdaq.com/symbol/kelya,
KELYB,"Kelly Services, Inc.",25,977240900,,,Technology,Professional Services,https://www.nasdaq.com/symbol/kelyb,
KTCC,Key Tronic Corporation,5.62,60469401.6,,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ktcc,
KFRC,"Kforce, Inc.",33.15,804056100.9,,1995,Technology,Professional Services,https://www.nasdaq.com/symbol/kfrc,
KE,"Kimball Electronics, Inc.",13.77,350016972.39,,,Technology,Electrical Products,https://www.nasdaq.com/symbol/ke,
KOPN,Kopin Corporation,0.7449,62635902.7476,,1992,Technology,Semiconductors,https://www.nasdaq.com/symbol/kopn,
KFY,Korn Ferry,38.21,2180012706.6,,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/kfy,
KLIC,"Kulicke and Soffa Industries, Inc.",22.16,1405117734.4,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/klic,
KVHI,"KVH Industries, Inc.",9.59,172885460.79,,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/kvhi,
LRCX,Lam Research Corporation,230.34,33291730759.32,,1984,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx,
LTRX,"Lantronix, Inc.",3.67,82433040.73,,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx,
LSCC,Lattice Semiconductor Corporation,20.85,2766142999.65,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc,
LEAF,Leaf Group Ltd.,4.49,117054825.33,,,Technology,EDP Services,https://www.nasdaq.com/symbol/leaf,
LDOS,"Leidos Holdings, Inc.",84.92,12212159734.72,,,Technology,EDP Services,https://www.nasdaq.com/symbol/ldos,
LTRPA,"Liberty TripAdvisor Holdings, Inc.",9.28,696710912.96,,,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa,
LTRPB,"Liberty TripAdvisor Holdings, Inc.",9.1672,688242271.6904,,,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb,
LPTH,"LightPath Technologies, Inc.",0.75,19364722.5,,1996,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth,
LECO,"Lincoln Electric Holdings, Inc.",85.69,5293855620.57,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco,
LN,LINE Corporation,37.25,8973716539.5,,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ln,
LINX,Linx S.A.,7.31,1329768006.48,,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/linx,
LIQT,"LiqTech International, Inc.",6.89,141573432.52,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/liqt,
YVR,Liquid Media Group Ltd.,1.4815,6203341.2445,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/yvr,
LPSN,"LivePerson, Inc.",36.85,2414698987.8,,2000,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn,
RAMP,"LiveRamp Holdings, Inc.",41.5,2807062739,,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/ramp,
LOGI,Logitech International S.A.,41.96,6984855790.88,,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi,
LOGM,"LogMein, Inc.",68.06,3362164000,,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm,
LORL,"Loral Space and Communications, Inc.",37.89,1172041935.39,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl,
LKCO,Luokung Technology Corp,6.16,1233956157.28,,,Technology,EDP Services,https://www.nasdaq.com/symbol/lkco,
MTSI,"MACOM Technology Solutions Holdings, Inc.",21.78,1438605873.54,,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi,
MGIC,Magic Software Enterprises Ltd.,9.4,459575757.2,,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic,
MX,MagnaChip Semiconductor Corporation,10.77,370160484.3,,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/mx,
MJCO,Majesco,8.5,365177059.5,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mjco,
MAMS,"MAM Software Group, Inc.",12,151372500,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams,
MANH,"Manhattan Associates, Inc.",81.12,5218057790.4,,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh,
MNTX,"Manitex International, Inc.",5.87,115537525.31,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx,
MAN,ManpowerGroup,85.2,5098376008.8,,,Technology,Professional Services,https://www.nasdaq.com/symbol/man,
MRIN,Marin Software Incorporated,2.5,16567500,,,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin,
MRVL,Marvell Technology Group Ltd.,25,16675000000,,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl,
MTCH,"Match Group, Inc.",77.96,21905056807.88,,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch,
MTLS,Materialise NV,18.68,321475981.8,17209635,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls,
MAXR,Maxar Technologies Inc.,7.03,418966066.4,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/maxr,
MXIM,"Maxim Integrated Products, Inc.",57.58,15619890184.78,,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim,
MXL,"MaxLinear, Inc",20.9,1488505586.7,,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxl,
MGRC,McGrath RentCorp,65.29,1583484311.39,,1984,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc,
MDCA,MDC Partners Inc.,2.52,181308312.36,,,Technology,Advertising,https://www.nasdaq.com/symbol/mdca,
MDLA,"Medallia, Inc.",28.48,3491761236.48,,2019,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mdla,
MDSO,"Medidata Solutions, Inc.",91.69,5726628232.9,,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso,
MLNX,"Mellanox Technologies, Ltd.",109.41,5995588568.34,,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx,
MFGP,Micro Focus Intl PLC,13.27,4503772645.25,,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mfgp,
MCHP,Microchip Technology Incorporated,91.87,21869066450.7,,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp,
MU,"Micron Technology, Inc.",49.13,54229860010.27,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu,
MSFT,Microsoft Corporation,137.52,1050021500688,,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft,
MSTR,MicroStrategy Incorporated,143.69,1471325106.51,,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr,
MCRN,Milacron Holdings Corp.,16.25,1145969890,,2015,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mcrn,
MIME,Mimecast Limited,40.04,2472845535.16,,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mime,
MNDO,MIND C.T.I. Ltd.,2.3,45572489.8,,,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo,
MIND,"Mitcham Industries, Inc.",3.4,41236556.6,,1994,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mind,
MINDP,"Mitcham Industries, Inc.",24.1101,19239859.8,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mindp,
MITK,"Mitek Systems, Inc.",9.47,380476606.68,,,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/mitk,
MIXT,MiX Telematics Limited,14.47,318678540.12,,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mixt,
MOBL,"MobileIron, Inc.",7.22,792740671.94,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mobl,
MODN,"Model N, Inc.",27.67,905129169.57,,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/modn,
MOMO,Momo Inc.,36.29,5784330490.53,159391857,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo,
MDB,"MongoDB, Inc.",131.37,7268526458.31,,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb,
MPWR,"Monolithic Power Systems, Inc.",153.82,6651792080,,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr,
TYPE,Monotype Imaging Holdings Inc.,19.79,793581691.44,,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/type,
MOSY,"MoSys, Inc.",2.4,5220000,,2001,Technology,Semiconductors,https://www.nasdaq.com/symbol/mosy,
MSI,"Motorola Solutions, Inc.",171.67,28420917320.09,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/msi,
MOXC,"Moxian, Inc.",1.87,25191759.23,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/moxc,
MTBC,"MTBC, Inc.",4.455,53608093.11,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc,
MTBCP,"MTBC, Inc.",27.0295,25118487.3205,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbcp,
MYSZ,"My Size, Inc.",0.4511,13480509.5529,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mysz,
NNDM,Nano Dimension Ltd.,0.28,5455140.32,19482644,,Technology,Electrical Products,https://www.nasdaq.com/symbol/nndm,
NH,"NantHealth, Inc.",0.5745,63558050.1045,,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/nh,
NATI,National Instruments Corporation,43.12,5686871498,,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nati,
NPTN,NeoPhotonics Corporation,6.46,306253444.84,,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/nptn,
NSCO,"Nesco Holdings, Inc.",6.55,321172064.65,,2017,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/nsco,
NETE,"Net Element, Inc.",5.48,22565971.44,,,Technology,EDP Services,https://www.nasdaq.com/symbol/nete,
NTAP,"NetApp, Inc.",54.78,13032849872.46,,1995,Technology,Electronic Components,https://www.nasdaq.com/symbol/ntap,
NTCT,"NetScout Systems, Inc.",23.16,1756945345.68,,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/ntct,
NTWK,NetSol Technologies Inc.,5.03,58716211.09,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntwk,
NEWR,"New Relic, Inc.",57.15,3337877525.4,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/newr,
NXGN,"NextGen Healthcare, Inc.",14.89,973536282.54,,,Technology,EDP Services,https://www.nasdaq.com/symbol/nxgn,
NICE,NICE Ltd,154.33,6476012590.63,41962111,,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/nice,
LASR,"nLIGHT, Inc.",15.43,581522059.65,,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/lasr,
NOK,Nokia Corporation,5.02,28105524200,,1994,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/nok,
NUAN,"Nuance Communications, Inc.",17.52,5004462083.76,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nuan,
NTNX,"Nutanix, Inc.",25.3,4704751188.5,,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntnx,
NVEC,NVE Corporation,68.28,330885562.8,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvec,
NVT,nVent Electric plc,21.74,3676527555.22,,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nvt,
NVDA,NVIDIA Corporation,180.5,109924500000,,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvda,
NXPI,NXP Semiconductors N.V.,107.39,29935257607.72,,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/nxpi,
OIIM,O2Micro International Limited,1.33,44386744.36,33373492,,Technology,Semiconductors,https://www.nasdaq.com/symbol/oiim,
OKTA,"Okta, Inc.",109.26,12470835006.72,,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/okta,
OMCL,"Omnicell, Inc.",71.85,2992962188.7,,2001,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/omcl,
OMC,Omnicom Group Inc.,78.47,17069084032.77,,,Technology,Advertising,https://www.nasdaq.com/symbol/omc,
ON,ON Semiconductor Corporation,18.72,7684174330.56,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/on,
OTIV,On Track Innovations Ltd,0.3211,13269257.4547,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/otiv,
OSS,"One Stop Systems, Inc.",2.5,40129792.5,,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/oss,
OSPN,OneSpan Inc.,15.43,622373231.53,,,Technology,EDP Services,https://www.nasdaq.com/symbol/ospn,
OOMA,"Ooma, Inc.",12.11,250677000,,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/ooma,
OTEX,Open Text Corporation,41.37,11163050865.54,,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/otex,
ORCL,Oracle Corporation,54.54,181935568260,,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/orcl,
OSIS,"OSI Systems, Inc.",106.85,1946692884.2,,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/osis,
PFIN,"P & F Industries, Inc.",6.9762,21931847.322,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pfin,
PD,"PagerDuty, Inc.",28.25,2149430178,,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pd,
PAGS,PagSeguro Digital Ltd.,47.04,15423963992.64,,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/pags,
PANW,"Palo Alto Networks, Inc.",211.18,20267999021.74,,2012,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/panw,
TEUM,Pareteum Corporation,1.9,213662147.8,,,Technology,EDP Services,https://www.nasdaq.com/symbol/teum,
PKE,Park Aerospace Corp.,17.04,349190104.08,,,Technology,Electrical Products,https://www.nasdaq.com/symbol/pke,
PCYG,"Park City Group, Inc.",6.31,125387795.73,,,Technology,EDP Services,https://www.nasdaq.com/symbol/pcyg,
PSN,Parsons Corporation,34.29,3409621932.33,,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/psn,
PAYC,"Paycom Software, Inc.",228.72,13361974270.08,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/payc,
